NAME,CATEGORY,SUBCATEGORY,LON,LAT,
Antique Farm & Logging Equipment,TOURISM,ARCHAELOGICAL,-122.8076853,50.324162,
Fougberg Archives,TOURISM,ARCHAELOGICAL,-122.80747070000001,50.3243949,
Cenotaph,TOURISM,MEMORIAL,-122.80713010000001,50.323103700000004,
Mural Lil`wat Art,TOURISM,ART,-122.80043760000001,50.3179067,
Gateway,SETTLEMENTS,HAMLET,-122.79755180000001,50.317753,
Spud Valley Mural,TOURISM,ART,-122.8072568,50.3221652,
Centennial Mural,TOURISM,ART,-122.80630730000001,50.3224717,
Tantalus Hut,TOURISM,SHELTER,-123.25085890000001,49.785447100000006,
Fernie Aquatic Center,SPORT,SWIMMING,-115.0613567,49.500132900000004,
Fernie,PUBLICSERVICE,POSTOFFICE,-115.06312700000001,49.5033693,
Fernie Heritage Library,PUBLICSERVICE,LIBRARY,-115.06254700000001,49.503275200000004,
Canyon Lister Elementary School,EDUCATION,SCHOOL,-116.44941440000001,49.08165210000001,
Revolution Cycles,SHOP,BICYCLE,-117.80045460000001,49.0771287,
Fernie Museum,TOURISM,MUSEUM,-115.061903,49.503017400000004,
Save-On-Foods,SHOP,SUPERMARKET,-115.058588,49.5048289,
Rossland Fine Wines and Spirits,SHOP,ALCOHOL,-117.80131030000001,49.0771804,
Lister Fire Department,PUBLICSERVICE,FIRESTATION,-116.4633404,49.051327500000006,
Park Place Lodge,EAT/DRINK,RESTAURANT,-115.0644252,49.5073823,
Park Place Lodge,ACCOMMODATION,HOTEL,-115.0644305,49.5071315,
Mountain Nugget Chocolate Company,SHOP,CONFECTIONERY,-117.801224,49.0771804,
Fernie Arena,SPORT,ICESKATING,-115.0619092,49.509691700000005,
Fernie Chrysler,SHOP,CAR,-115.06354,49.508162600000006,
100 Mile District general hospital,HEALTH,HOSPITAL,-121.29217650000001,51.6386088,
Creston Curling Club,SPORT,ICESKATING,-116.5034586,49.098593,
100 Mile Liquor Store,SHOP,ALCOHOL,-121.29610620000001,51.6390855,
Black Bear Bed and Breakfast,ACCOMMODATION,GUESTHOUSE,-117.80271920000001,49.071762,
Roberts Roost Guest House,ACCOMMODATION,GUESTHOUSE,-117.8071225,49.0774905,
Kootenay Savings Credit Union,BUSINESS,BANK,-117.6521479,49.295558,
BC Liquor Store,SHOP,ALCOHOL,-116.51783160000001,49.1046181,
Real Food Cafe,EAT/DRINK,RESTAURANT,-116.5135769,49.0972962,
Creston College of the Rockies,EDUCATION,SCHOOL,-116.50800450000001,49.093684700000004,
Creston Bakery,SHOP,BAKERY,-116.51369340000001,49.095813400000004,
Shoppers Simply Pharmacy,HEALTH,PHARMACY,-117.65227320000001,49.2958957,
Lordco,SHOP,CARREPAIR,-116.5074833,49.094303000000004,
Creston RCMP,PUBLICSERVICE,POLICE,-116.50659300000001,49.091204700000006,
Bank of Montreal,BUSINESS,BANK,-121.29681400000001,51.6387093,
Creston Library,PUBLICSERVICE,LIBRARY,-116.50610560000001,49.089627300000004,
Pharmasave,HEALTH,PHARMACY,-121.29635780000001,51.638816000000006,
Columbia Brewing Company,SHOP,ALCOHOL,-116.508165,49.0891074,
Rossland Beer Company,EAT/DRINK,PUB,-117.8005349,49.07733,
BC Liquor Store,SHOP,ALCOHOL,-117.79890400000001,49.076686900000006,
Canadian Tire,SHOP,CARREPAIR,-117.6545976,49.294798300000004,
Canadian Tire,SHOP,GARDENCENTRE,-117.65418460000001,49.2942175,
BMO,BUSINESS,BANK,-117.6541844,49.2952774,
Panago Pizza,EAT/DRINK,FASTFOOD,-117.65431330000001,49.2952251,
Centennial Park Playground,SPORT,PLAYGROUND,-121.29118700000001,51.644914500000006,
Great Canadian Liquor Warehouse,SHOP,ALCOHOL,-115.75114370000001,49.530825400000005,
Panago Pizza,EAT/DRINK,RESTAURANT,-115.75507710000001,49.515957500000006,
BC Liquor Stores,SHOP,ALCOHOL,-115.755081,49.515821,
Don Cherry's Sports Grill,EAT/DRINK,PUB,-115.7793493,49.5079483,
Cuisine of India,EAT/DRINK,RESTAURANT,-115.7776352,49.5079323,
Hot Shots Cafe,EAT/DRINK,CAFE,-115.75391900000001,49.5196966,
TD Canada Trust,BUSINESS,BANK,-115.7539734,49.520206800000004,
Royal Canadian Mounted Polic,PUBLICSERVICE,POLICE,-115.76642690000001,49.5111149,
Crumbs Bakery,EAT/DRINK,CAFE,-117.66476850000001,49.3214886,
Kootenay Market,SHOP,SUPERMARKET,-117.66483290000001,49.3217543,
Cabin Peak,TOURISM,PEAK,-117.3318957,49.331369,
Cheers Liqour Store,SHOP,ALCOHOL,-118.19339760000001,50.9987724,
Subway,EAT/DRINK,FASTFOOD,-123.12190220000001,49.280459300000004,
112,EAT/DRINK,RESTAURANT,-118.19430550000001,50.9984711,
Universal Footwear,SHOP,SHOES,-118.1993243,51.001521200000006,
Revelstoke Branch,PUBLICSERVICE,LIBRARY,-118.20017700000001,50.9971825,
Village Idiot,EAT/DRINK,PUB,-118.1961565,50.99800200000001,
The Modern Bakeshop & Cafe,EAT/DRINK,CAFE,-118.19564140000001,50.9983185,
Paramjit's Kitchen,EAT/DRINK,RESTAURANT,-118.19582100000001,50.999409,
Telus,SHOP,PHONE,-118.19554900000001,50.999670300000005,
Medicine Shoppe,HEALTH,PHARMACY,-123.18154700000001,49.1265438,
Peaceful Restaurant,EAT/DRINK,RESTAURANT,-123.115419,49.282833000000004,
Grain Tasting Bar,EAT/DRINK,BAR,-123.1203437,49.285202500000004,
Thai Son Restaurant,EAT/DRINK,RESTAURANT,-123.04487710000001,49.268812100000005,
Icebreaker,SHOP,CLOTHES,-123.15227410000001,49.2682512,
Sinfully The Best,SHOP,DEPARTMENTSTORE,-123.1813857,49.126607,
Pemberton Health Centre,HEALTH,DOCTORS,-122.80436730000001,50.321245000000005,
Saint Francis of Assisi,RELIGIOUS,CHRISTIAN,-122.80989770000001,50.336738700000005,
Artichokes,EAT/DRINK,FASTFOOD,-122.3120906,49.0364574,
Waves Coffee House Robocoin Kiosk,BUSINESS,ATM,-123.13667810000001,49.1709381,
Thai New West,EAT/DRINK,RESTAURANT,-122.89259700000001,49.229018,
Revel Room,EAT/DRINK,RESTAURANT,-123.10652,49.2831514,
Corner 23,EAT/DRINK,RESTAURANT,-123.11517140000001,49.2499831,
Elephant Mountain,TOURISM,PEAK,-125.1785945,50.2712871,
Bird Sculpture,TOURISM,ART,-122.79882140000001,50.314695900000004,
Big Bay,SETTLEMENTS,HAMLET,-125.133593,50.3925648,
Mount Muehle,TOURISM,PEAK,-125.1258717,50.397771600000006,
Boat Launch Lilloet River,SPORT,MARINA,-122.7681428,50.3161816,
Heriot Bay,SETTLEMENTS,VILLAGE,-125.21255500000001,50.101203000000005,
Portage Station Water Tower,TOURISM,ATTRACTION,-122.79978080000001,50.317778000000004,
Inukshuk,TOURISM,ART,-122.7987451,50.316867,
Bella Coola Consumer's Co-Op,SHOP,SUPERMARKET,-126.75413900000001,52.3711983,
Thunderbird Groceries,SHOP,SUPERMARKET,-126.75468590000001,52.3708247,
Club Cedar,EAT/DRINK,BAR,-126.7550346,52.3708083,
Credit Union,BUSINESS,BANK,-126.75591370000001,52.371855200000006,
Bella Coola General Hospital,HEALTH,HOSPITAL,-126.7570804,52.373577100000006,
Hammer Farm,SHOP,DEPARTMENTSTORE,-126.5338064,52.388515700000006,
The Royal Theatre,TOURISM,CINEMA,-117.70550410000001,49.0943362,
Charles Bailey Theatre,TOURISM,THEATRE,-117.7065587,49.0937958,
Caffe Americano,EAT/DRINK,CAFE,-117.70654,49.095326500000006,
Trail Coffee & Tea Co.,EAT/DRINK,CAFE,-117.70812090000001,49.095353200000005,
The City Bakery,SHOP,BAKERY,-117.7101344,49.0965311,
The Arlington,EAT/DRINK,PUB,-117.7074238,49.0954886,
Double Happiness,EAT/DRINK,RESTAURANT,-117.70691260000001,49.095068600000005,
J & V Restaurant,EAT/DRINK,RESTAURANT,-117.7069252,49.0958065,
Cominco Arena,SPORT,LEISURECENTER,-117.709108,49.0981551,
Great Canadian Dollar Store,SHOP,CONVENIENCE,-123.36254040000001,48.4696694,
Mural Art Barn,TOURISM,ART,-122.80793310000001,50.3213522,
L’École la Vallée de Pemberton,EDUCATION,SCHOOL,-122.8052191,50.318940100000006,
Swift Travels,SHOP,DEPARTMENTSTORE,-122.31542160000001,49.0519985,
CDI College,PUBLICSERVICE,EDUCATIONAL,-122.99208800000001,49.2264057,
White Spot,EAT/DRINK,RESTAURANT,-123.11350110000001,49.2819109,
The Spud Shack Fry Co.,EAT/DRINK,RESTAURANT,-122.913047,49.200885,
Puma,TOURISM,PEAK,-123.10719820000001,50.202810400000004,
Journeyman Peak,TOURISM,PEAK,-123.2535613,50.1731804,
Terra Breads bakery and cafe,SHOP,BAKERY,-123.1057432,49.266654300000006,
Bin 4 Burger Lounge,EAT/DRINK,RESTAURANT,-123.13851000000001,49.2590431,
Ocean Grove Elementary School,EDUCATION,SCHOOL,-125.1953007,49.941117000000006,
Anthropologie,SHOP,CLOTHES,-123.13840490000001,49.2595168,
7-Eleven,SHOP,CONVENIENCE,-122.7552852,49.292316400000004,
Hiraku Sushi,EAT/DRINK,FASTFOOD,-122.75531740000001,49.2927082,
Shoppers Drug Mart,HEALTH,PHARMACY,-122.755532,49.2934989,
TD Canada Trust,BUSINESS,BANK,-122.7554676,49.293177,
Quilchena Elementary,EDUCATION,SCHOOL,-123.15134110000001,49.237630300000006,
Commonwealth Peak,TOURISM,PEAK,-117.32734610000001,49.3540116,
Empire Peak,TOURISM,PEAK,-117.3582451,49.3480849,
Dominion Peak,TOURISM,PEAK,-117.35893180000001,49.337795400000005,
Colony Peak,TOURISM,PEAK,-117.35557360000001,49.356429600000006,
Territory Peak,TOURISM,PEAK,-117.3612707,49.3602241,
Mount Verde,TOURISM,PEAK,-117.3603104,49.378235100000005,
Copper Mountain,TOURISM,PEAK,-117.37803160000001,49.3940094,
Different Bikes,SHOP,BICYCLE,-123.03333830000001,49.305349,
Dollarama,SHOP,CONVENIENCE,-123.0367233,49.306058400000005,
Raspberries,TOURISM,ART,-122.3375632,49.0356406,
Salmon Monument,TOURISM,ART,-122.292848,49.0335582,
The Page Turner,TOURISM,ART,-122.3008707,49.0430299,
Quest University,EDUCATION,UNIVERSITY,-123.100846,49.7383572,
British Columbia Ambulance Service,HEALTH,EMERGENCYSTATION,-123.10888000000001,49.26496160000001,
Different Bikes West Vancouver,SHOP,BICYCLE,-123.15520360000001,49.32887160000001,
Tall Timbers,ACCOMMODATION,CAMPING,-124.96412780000001,49.285695000000004,
V.I Fries,EAT/DRINK,RESTAURANT,-124.81686680000001,49.259298900000005,
Soldas,EAT/DRINK,RESTAURANT,-124.81734700000001,49.260470000000005,
Gill Elementary School,EDUCATION,SCHOOL,-124.82982510000001,49.2709934,
Murray's Automotive,SHOP,CARREPAIR,-123.3746014,48.446847500000004,
The Hotspot Community Resource Centre,TOURISM,EVENTVENUE,-123.1533203,49.6989199,
Alvin Garden,EAT/DRINK,RESTAURANT,-122.994703,49.2218267,
Salt Chuck,EAT/DRINK,FASTFOOD,-123.37498660000001,48.435239700000004,
Thompson Rivers University,EDUCATION,SCHOOL,-122.15374860000001,52.150348900000004,
World Dance,TOURISM,NIGHTCLUB,-122.994343,49.2218292,
S'wich Cafe,EAT/DRINK,CAFE,-123.05694810000001,49.312243200000005,
British Butcher Shoppe,SHOP,BUTCHER,-123.0573073,49.312658500000005,
Slickers Raingear,SHOP,CLOTHES,-130.3320378,54.309656600000004,
Roger Creek Giant,TOURISM,ATTRACTION,-124.761953,49.2567961,
Floyd's Diner,EAT/DRINK,RESTAURANT,-123.3727877,48.4180037,
Mount Sir Richard,TOURISM,PEAK,-122.70179830000001,49.964193800000004,
Dalton Dome,TOURISM,PEAK,-123.00948480000001,49.8499296,
Mr. Canoehead Recreation Site,ACCOMMODATION,CAMPING,-125.562144,50.151179400000004,
Woodshed Pizza,EAT/DRINK,RESTAURANT,-123.40124100000001,48.6490804,
BC Liquor Store (Signature),SHOP,ALCOHOL,-119.2682453,50.284226800000006,
Gateway Deli,EAT/DRINK,CAFE,-123.0032704,49.2509036,
Budget Appliances,SHOP,DEPARTMENTSTORE,-123.18254230000001,49.125275300000006,
Old Navy,SHOP,CLOTHES,-123.120151,49.281341600000005,
Dakota 576 Crash Site,TOURISM,MEMORIAL,-127.44548680000001,50.729224300000006,
ABC Dollar and Gifts,SHOP,CONVENIENCE,-123.0377347,49.33651750000001,
Delany's Coffee,EAT/DRINK,CAFE,-123.03873200000001,49.3362744,
Shoppers Drug Mart,HEALTH,PHARMACY,-123.040154,49.3351473,
Clare Mart,SHOP,CONVENIENCE,-123.3494976,48.415438800000004,
Victoria Food & Florist,SHOP,CONVENIENCE,-123.35505990000001,48.4177954,
Canadian Red Cross,PUBLICSERVICE,NGO,-123.3605206,48.4192771,
Suzanne's,SHOP,CLOTHES,-122.32604640000001,49.0507994,
Bosley's by Pet Valu,SHOP,PET,-122.3260376,49.0506468,
HSBC,BUSINESS,BANK,-122.326029,49.0511909,
Quiznos,EAT/DRINK,FASTFOOD,-122.3243424,49.050044500000006,
Nail Queen's,SHOP,HAIRDRESSER,-122.3243374,49.049866900000005,
Volcanic Vapour,SHOP,TOBACCO,-122.3242759,49.0498125,
Miracle-Ear,SHOP,HEARINGAIDS,-122.324216,49.0498132,
Reel Wrapps Famous Flatbread Creations,EAT/DRINK,FASTFOOD,-122.32372120000001,49.0498185,
FUEL - Supplements Vitamins Nutrition,SHOP,DEPARTMENTSTORE,-122.323575,49.0498199,
Central Valley Insurance,BUSINESS,INSURANCE,-122.3241435,49.0498138,
Donair Affair,EAT/DRINK,FASTFOOD,-122.32378870000001,49.049817700000006,
Easy Financial Services,SHOP,PAWNBROKER,-122.32364740000001,49.0498192,
Streats,EAT/DRINK,FASTFOOD,-122.32349450000001,49.0498209,
Oriental Village,EAT/DRINK,RESTAURANT,-122.3147521,49.05275880000001,
The Barber Lounge,SHOP,HAIRDRESSER,-122.31455550000001,49.0527492,
Payton & Buckle,SHOP,SHOES,-122.31306540000001,49.051272700000005,
Sirocco Mediterranean Cuisine,EAT/DRINK,RESTAURANT,-122.31311980000001,49.0513643,
Super India Sweets & Restaurant,EAT/DRINK,RESTAURANT,-122.3131141,49.051455600000004,
Elegance Haircut,SHOP,HAIRDRESSER,-122.31311350000001,49.0515083,
Pizza Spot,EAT/DRINK,RESTAURANT,-122.31311290000001,49.051564500000005,
One Stop Love Shop,SHOP,DEPARTMENTSTORE,-122.31331840000001,49.051631500000006,
Optiks International,SHOP,OPTICIAN,-122.32280840000001,49.0507566,
Sally Beauty Supply,SHOP,DEPARTMENTSTORE,-122.3228062,49.050696800000004,
Magicuts,SHOP,HAIRDRESSER,-122.32280320000001,49.050616000000005,
Pita Pit,EAT/DRINK,FASTFOOD,-122.3228004,49.050539500000006,
Maritime Travel,SHOP,DEPARTMENTSTORE,-122.3227959,49.0504192,
H&R Block,BUSINESS,FINANCIAL,-122.32279120000001,49.0502939,
Sui Sha Ya Japanese Restaurant,EAT/DRINK,RESTAURANT,-122.32278780000001,49.050201,
Maple Bay,TOURISM,BEACH,-123.57831770000001,49.012174300000005,
Parry Lagoon,TOURISM,BEACH,-123.5722023,49.011400300000005,
Galiano Community Hall,TOURISM,EVENTVENUE,-123.34423720000001,48.890212500000004,
Ottomite Mountain,TOURISM,PEAK,-121.15365650000001,49.602990500000004,
Luz Bridal Boutique,SHOP,CLOTHES,-123.3588438,48.4395712,
Taco Time,EAT/DRINK,FASTFOOD,-123.36035570000001,48.439547700000006,
Salvation Army,SHOP,CLOTHES,-123.35980190000001,48.4396202,
Punjabi Akali Sikh Temple,RELIGIOUS,SIKH,-123.35621730000001,48.440514300000004,
Andrew Sheret,SHOP,DIY,-123.3656138,48.439029100000006,
Great Two Supermarket,SHOP,SUPERMARKET,-123.04913470000001,49.237471000000006,
Gonzales Bay Erratic,TOURISM,ATTRACTION,-123.3269252,48.410652600000006,
Gian's Sweetshop,SHOP,CONFECTIONERY,-122.34190240000001,49.0476052,
Your Vitamin Store,SHOP,DEPARTMENTSTORE,-123.1459044,49.2678835,
Mulvehill Creek Fall,TOURISM,ATTRACTION,-118.1188362,50.8516721,
Wild Birds Unlimited Nature Shop,SHOP,PET,-122.3003874,49.0492405,
Mill Plaza Coin Laundry,SHOP,LAUNDRETTE,-122.3005511,49.049242400000004,
Nikko Sushi,EAT/DRINK,RESTAURANT,-122.300516,49.0492421,
Tong Fei,EAT/DRINK,RESTAURANT,-122.3008535,49.0492408,
Get Well Physiotherapy and Sports Injury Clinic,HEALTH,CLINIC,-122.30034930000001,49.0492402,
Zaika Tastes of India,EAT/DRINK,RESTAURANT,-122.2950498,49.049511,
STRETCH Yoga Studio,SPORT,LEISURECENTER,-123.1006504,49.2802944,
Sunshine Market,SHOP,SUPERMARKET,-119.4956205,49.817349400000005,
Slalok Mountain,TOURISM,PEAK,-122.4730882,50.3275592,
Crown N1,TOURISM,PEAK,-123.08987870000001,49.421568,
BC Liquor Stores,SHOP,ALCOHOL,-119.48952410000001,49.8598213,
BC Liquor Stores,SHOP,ALCOHOL,-119.43681470000001,49.880917100000005,
Fairstone Financial,SHOP,PAWNBROKER,-122.3119496,49.0512931,
Apex Communications Inc.,BUSINESS,TELECOM,-122.311812,49.0512822,
Modern Beauty Supplies,SHOP,HAIRDRESSER,-122.31167710000001,49.051281800000005,
Midas,SHOP,CARREPAIR,-122.3110671,49.051299,
SMAK,EAT/DRINK,RESTAURANT,-123.1214202,49.2879677,
Chambar,EAT/DRINK,RESTAURANT,-123.10987200000001,49.2801513,
Fatburger,EAT/DRINK,RESTAURANT,-123.11031140000001,49.280231300000004,
Rickys All Day Burger,EAT/DRINK,RESTAURANT,-123.11049380000001,49.280327500000006,
Cycklus,SPORT,LEISURECENTER,-123.1142451,49.2764156,
Esri Canada,BUSINESS,IT,-123.12160420000001,49.287456600000006,
Subway,EAT/DRINK,FASTFOOD,-123.10784640000001,49.2792636,
Crosstown Liquor Store,SHOP,ALCOHOL,-123.10740580000001,49.28022300000001,
Tim Hortons,EAT/DRINK,CAFE,-123.10783400000001,49.280970100000005,
PureBread,SHOP,BAKERY,-123.10911,49.2824642,
Whiski Jack Resorts,ACCOMMODATION,HOTEL,-122.99309400000001,50.093899500000006,
Victoria Sushi,EAT/DRINK,RESTAURANT,-122.89869800000001,49.21334,
P&T Auto Service,SHOP,CARREPAIR,-123.0618017,49.25969490000001,
The Narrow Lounge,EAT/DRINK,PUB,-123.10037620000001,49.268329200000004,
Rainbow Lodge historic cabins,TOURISM,ATTRACTION,-122.9846452,50.1195633,
Peaked Pies,EAT/DRINK,RESTAURANT,-122.9576571,50.118266500000004,
Splitz Grill,EAT/DRINK,RESTAURANT,-122.9577352,50.1182443,
Domino's Pizza,EAT/DRINK,FASTFOOD,-122.95775400000001,50.118617500000006,
Roberts Creek General Store,SHOP,GREENGROCER,-123.6419001,49.4205424,
Crystal Lounge,EAT/DRINK,BAR,-122.95555200000001,50.1137147,
Village Bikes,SHOP,BICYCLE,-123.1823049,49.125272100000004,
LASIK MD,HEALTH,CLINIC,-124.0425508,49.2384623,
LASIK MD,HEALTH,CLINIC,-122.800431,49.1906898,
Langdale,SETTLEMENTS,VILLAGE,-123.47430170000001,49.434096100000005,
Gumboot,EAT/DRINK,RESTAURANT,-123.64265520000001,49.4207308,
Bamfield Water Aerodrome,TRANSPORT,AIRPORT,-125.13707640000001,48.834041600000006,
Gone Village Eatery,EAT/DRINK,RESTAURANT,-122.95672900000001,50.1151411,
Spicy Sports,SHOP,SPORTS,-122.95653630000001,50.1152169,
village host,TOURISM,INFORMATION,-122.9559275,50.114424,
Willow Cafe & Bakery,EAT/DRINK,CAFE,-123.12179150000001,49.257156200000004,
Cambie Village,SETTLEMENTS,HAMLET,-123.11513780000001,49.255414,
Three Men Telling Tall Tales Bench 1999,TOURISM,ART,-122.2902052,49.0491529,
Jeraco's Hair Design,SHOP,HAIRDRESSER,-122.29470800000001,49.0495722,
Schnitzelz,EAT/DRINK,RESTAURANT,-122.30126340000001,49.049238900000006,
DR. S. EDGEWORTHY Inc. Dentist,HEALTH,DENTIST,-122.30066090000001,49.0492428,
She Nails,SHOP,HAIRDRESSER,-122.30069780000001,49.0492428,
Abbotsford Care Pharmacy & Compounding,HEALTH,PHARMACY,-122.3009772,49.0492403,
Eximus Real Estate Team,BUSINESS,REALESTATE,-122.3010622,49.049239500000006,
Lordco Auto Parts Abbotsford East,SHOP,CARREPAIR,-122.3014651,49.0492391,
Panago,EAT/DRINK,FASTFOOD,-122.30077890000001,49.049241900000006,
The Dome,TOURISM,PEAK,-125.15780880000001,50.254513,
Executive Airport Plaza Hotel Richmond,ACCOMMODATION,HOTEL,-123.14514940000001,49.170446600000005,
T&T Supermarket,SHOP,SUPERMARKET,-123.148814,49.173654400000004,
Starbucks,EAT/DRINK,CAFE,-121.96102300000001,49.141717400000005,
Anne Maries Cafe,EAT/DRINK,RESTAURANT,-122.28995420000001,49.050428800000006,
Sal y Limon,EAT/DRINK,RESTAURANT,-123.08922930000001,49.25689190000001,
The Kitchen Dada Sushi Bar & Grill,EAT/DRINK,RESTAURANT,-123.1860912,49.2640247,
Moores Clothing for Men,SHOP,CLOTHES,-122.3181562,49.0502867,
Prospera Credit Union,BUSINESS,BANK,-122.3186314,49.0502842,
Snore MD Sleep Apnea Clinics,SHOP,DEPARTMENTSTORE,-122.31875310000001,49.0502824,
Reitmans,SHOP,CLOTHES,-122.31802280000001,49.0502832,
Carters OshKosh B'gosh,SHOP,CLOTHES,-122.31786310000001,49.0502848,
Nando's,EAT/DRINK,RESTAURANT,-122.31754980000001,49.0502826,
Steve's Poké Bar,EAT/DRINK,FASTFOOD,-122.31770150000001,49.0502814,
Express Eau,SHOP,DEPARTMENTSTORE,-122.3179623,49.049914,
East West Dental Group,HEALTH,DENTIST,-122.3191833,49.0497704,
Kristin's Salon,SHOP,HAIRDRESSER,-122.9276511,49.2194128,
Blossom's Framing & Art Supplies,SHOP,DEPARTMENTSTORE,-122.92739440000001,49.219344400000004,
Glen Dental Centre,HEALTH,DENTIST,-122.79526000000001,49.282900000000005,
West of Java Cafe,EAT/DRINK,CAFE,-123.07846490000001,49.3116435,
Sherwin-Williams,SHOP,DEPARTMENTSTORE,-122.27409940000001,49.0378854,
Coastal Rivers Pet Hospital,HEALTH,VETERINARY,-122.2740653,49.0376409,
Whistler Base,SETTLEMENTS,HAMLET,-122.9540743,50.1131169,
Herons,EAT/DRINK,RESTAURANT,-125.2102571,50.1022613,
Sumas Mountain,PUBLICSERVICE,POSTOFFICE,-122.22188190000001,49.043929600000006,
Chevron Town Pantry,SHOP,CONVENIENCE,-122.22324160000001,49.043092,
Chinese Mountains Trailhead,AUTOMOTIVE,PARKING,-125.25857180000001,50.1410818,
Save On Foods,HEALTH,PHARMACY,-122.32084470000001,49.0501821,
Whistler RCMP,PUBLICSERVICE,POLICE,-122.95405430000001,50.1167925,
Whistler Olympic Plaza,TOURISM,ATTRACTION,-122.95450360000001,50.1187095,
Paralympic Agitos,TOURISM,ATTRACTION,-122.9549975,50.119135500000006,
7-Eleven,SHOP,CONVENIENCE,-122.82251400000001,49.198478900000005,
Subway,EAT/DRINK,FASTFOOD,-122.81204400000001,49.198074000000005,
Shoppers Drug Mart,HEALTH,PHARMACY,-122.81009100000001,49.199570800000004,
Shell,AUTOMOTIVE,FUEL,-122.81300730000001,49.19840730000001,
Surrey Fire Hall #2 (Whalley),PUBLICSERVICE,FIRESTATION,-122.8602652,49.1919994,
Surrey RCMP (Whalley/City Centre),PUBLICSERVICE,POLICE,-122.84474580000001,49.1973263,
Surrey Fire Hall #1,PUBLICSERVICE,FIRESTATION,-122.8574827,49.162203600000005,
Chevron,AUTOMOTIVE,FUEL,-122.8887327,49.193181700000004,
Tim Hortons,EAT/DRINK,CAFE,-122.8890116,49.1928452,
Aldergrove Credit Union Abbotsford Financial Planning,BUSINESS,BANK,-122.28746070000001,49.04925050000001,
North Vancouver Pet Hospital,HEALTH,VETERINARY,-123.03775100000001,49.3363955,
Van Pet,SHOP,PET,-123.0385315,49.336305900000006,
Swift Street Landing,TRANSPORT,FERRYTERMINAL,-123.37172100000001,48.4292937,
Trethewey,PUBLICSERVICE,POSTOFFICE,-122.3272881,49.05131900000001,
Kimmel Glacier,TOURISM,GLACIER,-119.4326626,52.639977,
Mount Kimmel,TOURISM,PEAK,-119.4239385,52.6377736,
Mount Sir Allan MacNab,TOURISM,PEAK,-119.20378910000001,52.520625900000006,
Sushi Nara,EAT/DRINK,FASTFOOD,-122.2217464,49.0447901,
Mount Milton,TOURISM,PEAK,-119.190882,52.600338900000004,
Whatcom Medical,HEALTH,DOCTORS,-122.2217286,49.0443177,
Sumas Mountain Village Dental,HEALTH,DENTIST,-122.22172880000001,49.044386,
Chopped Leaf,EAT/DRINK,RESTAURANT,-122.2217322,49.0444502,
Johnston Meier Insurance Agencies Group,BUSINESS,INSURANCE,-122.22173660000001,49.044624500000005,
Sumas Mountain Abbotsford liquor store,SHOP,ALCOHOL,-122.2217411,49.044684700000005,
Freshslice Pizza,EAT/DRINK,FASTFOOD,-122.22174140000001,49.0447393,
Starbucks,EAT/DRINK,CAFE,-122.2218883,49.044966,
Beyond Paradise,SHOP,HAIRDRESSER,-122.22173330000001,49.044508500000006,
Alpha Animal Hospital,HEALTH,VETERINARY,-122.2217332,49.044564300000005,
Bosley's by Pet Valu,SHOP,PET,-122.2218294,49.0449259,
Fido,SHOP,PHONE,-122.37089370000001,49.0545394,
Pita Pit,EAT/DRINK,FASTFOOD,-122.3706645,49.054538400000006,
TD Canada Trust,BUSINESS,BANK,-122.3709522,49.0548693,
Carl's Jr.,EAT/DRINK,FASTFOOD,-122.3714839,49.0548927,
Cascadia Liquor Store,SHOP,ALCOHOL,-123.51517500000001,48.4426416,
Cloverdale Paint,SHOP,DEPARTMENTSTORE,-123.5196983,48.4430205,
Quality Foods,SHOP,SUPERMARKET,-123.51519940000001,48.4424246,
Starbucks,EAT/DRINK,CAFE,-123.51100640000001,48.4422955,
Victoria Langford Branch,BUSINESS,BANK,-123.51092860000001,48.442588300000004,
Dryad Point Lighthouse,TOURISM,LIGHTHOUSE,-128.1117403,52.1851429,
Mount Lulu,TOURISM,PEAK,-119.36473090000001,52.635910200000005,
Canoe Mountain,TOURISM,PEAK,-119.1634734,52.704146800000004,
Mount Thompson,TOURISM,PEAK,-119.13197280000001,52.6887246,
Flying Otter Grill,EAT/DRINK,RESTAURANT,-123.3705321,48.423614500000006,
Mount Rohr,TOURISM,PEAK,-122.40863750000001,50.397832,
Abbotsford Car Buff Centre,AUTOMOTIVE,CARWASH,-122.31143680000001,49.051477500000004,
All-Trans Transmission,SHOP,CARREPAIR,-122.31143650000001,49.0513247,
Collins Automotive,SHOP,CARREPAIR,-122.3114362,49.0511636,
Roots,SHOP,CLOTHES,-123.122859,49.2835151,
Victoria's Secret,SHOP,CLOTHES,-123.122416,49.2832689,
Lululemon,SHOP,CLOTHES,-123.1228255,49.2830261,
Edible Canada,EAT/DRINK,RESTAURANT,-123.13485630000001,49.2716489,
Rogers,SHOP,CONFECTIONERY,-123.13443450000001,49.2720166,
Kibble Cupboard,SHOP,PET,-122.30414560000001,49.049217000000006,
Mackenzie Moore Equestrian Co.,SHOP,SPORTS,-122.30412020000001,49.049089800000004,
Dynamic Dance Studio,TOURISM,NIGHTCLUB,-122.30411190000001,49.0490227,
Exclusively Yours,SHOP,HAIRDRESSER,-122.30400390000001,49.048976700000004,
Donairo's,EAT/DRINK,FASTFOOD,-122.2938125,49.046729000000006,
Chanel Relaxation Massage,SHOP,MASSAGE,-122.29382050000001,49.046811600000005,
